Source,Style,Sub_Style,File_Name,File_Path,Neckline,Sleeve,Print,Length,Fit
Tommy-Hilfiger,Tops,TH-Tops,tommy_dw0dw03700902_spicy-orange---bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/tommy_dw0dw03700902_spicy-orange---bright-white.jpg,Scoop,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww22392039_classic-white.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww22392039_classic-white.jpg,Crew,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5791681_sky-captain-combo.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5791681_sky-captain-combo.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw03969038_aqua-foam.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw03969038_aqua-foam.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_dw04320_bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_dw04320_bright-white.jpg,Boat,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5735037_gardenia.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5735037_gardenia.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw04093113_bright-white.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw04093113_bright-white.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5674907_white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5674907_white.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_6054443_ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_6054443_ivory.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5996779_navy.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5996779_navy.jpg,Scoop,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_dw05389_bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_dw05389_bright-white.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_dw04066_bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_dw04066_bright-white.jpg,Crew,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww21311_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww21311_classic-white.jpg,Boat,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_dw04824g_navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_dw04824g_navy-blazer.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww22473_oversized-overprinted-polka-dot-prt---classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww22473_oversized-overprinted-polka-dot-prt---classic-white.jpg,Collarless,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw05391694_bright-white.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw05391694_bright-white.jpg,Hooded,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww21964_black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww21964_black-beauty.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,tommy_dw0dw04709100_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/tommy_dw0dw04709100_classic-white.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_dw0dw04303690_ski-patrol.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_dw0dw04303690_ski-patrol.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww23530904_classic-white---pink-heart.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww23530904_classic-white---pink-heart.jpg,Crew,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_6054482_sky-captain-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_6054482_sky-captain-ivory.jpg,Crew,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5791671_blue-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5791671_blue-white.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_1657664345452_halogen-blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_1657664345452_halogen-blue.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,tommy_dw0dw04083002_black-iris.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/tommy_dw0dw04083002_black-iris.jpg,Hooded,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,tommy_dw0dw04290901_black-iris---bright-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/tommy_dw0dw04290901_black-iris---bright-white.jpg,Boat,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww19745_karin-star-prt-merlot.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww19745_karin-star-prt-merlot.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,uktommy_ww0ww22406659_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/uktommy_ww0ww22406659_classic-white.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5735015_scarlet-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5735015_scarlet-white.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5836785_mist-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5836785_mist-multi.jpg,V-Neck,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5735031_black.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5735031_black.jpg,Off-The-Shoulder,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5605051_sky-captain-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5605051_sky-captain-ivory.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5606614_ivoryxl.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5606614_ivoryxl.jpg,Crew,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5996775_navy.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5996775_navy.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_6190597_sky-captain.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_6190597_sky-captain.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5996775_scarlet.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5996775_scarlet.jpg,V-Neck,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww20497443_peacoat.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww20497443_peacoat.jpg,Hooded,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5996779_scarlet.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5996779_scarlet.jpg,Scoop,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww21060676_butterfly-all-over-prt---light-lilac.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww21060676_butterfly-all-over-prt---light-lilac.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww20527100_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww20527100_classic-white.jpg,Collarless,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_dw0dw04300689_spiced-coral.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_dw0dw04300689_spiced-coral.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87646083475_masters-black.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87646083475_masters-black.jpg,Crew,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww21492403_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww21492403_midnight.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5583190_ivory-stripes.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5583190_ivory-stripes.jpg,Hooded,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5098655_black1x.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5098655_black1x.jpg,Scoop,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw04310901_bright-white---serenity.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw04310901_bright-white---serenity.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5735015_peony-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5735015_peony-multi.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5791621_sky-captain-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5791621_sky-captain-ivory.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_rw00624_snow-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_rw00624_snow-white.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww19837_crimson---classic-white-stp.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww19837_crimson---classic-white-stp.jpg,Boat,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,tommy_dw0dw04091000_light-grey-htr.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/tommy_dw0dw04091000_light-grey-htr.jpg,Hooded,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_6246276_sky-captain.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_6246276_sky-captain.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,uktommy_ww0ww22406094_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/uktommy_ww0ww22406094_midnight.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw05392000_light-grey-htr.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw05392000_light-grey-htr.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw05392113_light-grey-htr.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw05392113_light-grey-htr.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww20550387_woven-dobby-dot---white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww20550387_woven-dobby-dot---white.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_6190598_indigo-mandala.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_6190598_indigo-mandala.jpg,Off-The-Shoulder,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5605047_dot.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5605047_dot.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_4865731_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_4865731_midnight.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww21450_miffy.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww21450_miffy.jpg,Collared,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,uktommy_ww0ww22406100_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/uktommy_ww0ww22406100_midnight.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_rw00786_blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_rw00786_blue.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_6054447_ivory-combo.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_6054447_ivory-combo.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw04432100_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw04432100_classic-white.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Blouse,uktommy_dw0dw03634416_navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Blouse/uktommy_dw0dw03634416_navy-blazer.jpg,V-Neck,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww21341100_orchid-pink.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww21341100_orchid-pink.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87646083039_navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87646083039_navy-blazer.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw03634416_navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw03634416_navy-blazer.jpg,V-Neck,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww21307_flame-scarlet---classic-white-stp.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww21307_flame-scarlet---classic-white-stp.jpg,Crew,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,tommy_ww0ww22291901_classic-white---black-beauty-stp.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/tommy_ww0ww22291901_classic-white---black-beauty-stp.jpg,Boat,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_ww0ww22323904_classic-white---sky-captain-stp.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_ww0ww22323904_classic-white---sky-captain-stp.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5791657_cornflower-combo.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5791657_cornflower-combo.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw04174113_serenity.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw04174113_serenity.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,uktommy_ww0ww22406403_black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/uktommy_ww0ww22406403_black-beauty.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww21327403_midnight.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww21327403_midnight.jpg,Scoop,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_dw0dw04303113_ski-patrol.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_dw0dw04303113_ski-patrol.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,tommy_dw0dw03699416_navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/tommy_dw0dw03699416_navy-blazer.jpg,Scoop,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww21337761_empire-yellow.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww21337761_empire-yellow.jpg,Scoop,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87646083017_light-grey-htr.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87646083017_light-grey-htr.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww21450912_miffy.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww21450912_miffy.jpg,Collared,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw05391694_barbados-cherry.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw05391694_barbados-cherry.jpg,Hooded,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_3003420_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_3003420_midnight.jpg,V-Neck,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww21506472_crimson.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww21506472_crimson.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_6054468_french-blue-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_6054468_french-blue-multi.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5428228_sky-captain-combo.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5428228_sky-captain-combo.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_5674903_ivory-midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_5674903_ivory-midnight.jpg,Crew,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87646083400_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87646083400_classic-white.jpg,Collared,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_1m87650126609_silver-peony.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_1m87650126609_silver-peony.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww20547a_flowery-dot---peacoat.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww20547a_flowery-dot---peacoat.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5439858_ivory-sky-captain.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5439858_ivory-sky-captain.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_ww0ww21326039_light-grey-htr.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_ww0ww21326039_light-grey-htr.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_3747569_dove-heather.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_3747569_dove-heather.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,macys_5791657_sky-captain-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/macys_5791657_sky-captain-multi.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww22153_tropical-print--black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww22153_tropical-print--black-beauty.jpg,Scoop,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-Polo-Shirts,uktommy_dw0dw04300689_nautical-blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Polo-Shirts/uktommy_dw0dw04300689_nautical-blue.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw05392113_surf-the-web.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw05392113_surf-the-web.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_dw0dw03644905_bright-white---spicy-orange.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_dw0dw03644905_bright-white---spicy-orange.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_rw00675_shirt-blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_rw00675_shirt-blue.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww22325_fiesta.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww22325_fiesta.jpg,Collared,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Tops,macys_6155249_white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Tops/macys_6155249_white.jpg,Crew,Sleeveless,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_ww21075a_snow-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_ww21075a_snow-white.jpg,Crew,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Sweatshirts,uktommy_dw0dw03716416_bright-white.jpg,http://35.186.213.88/Tommy-Hilfiger/Women/Apparel/Tops/TH-Sweatshirts/uktommy_dw0dw03716416_bright-white.jpg,Scoop,3/4 Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-T-Shirts,usatommy_dw04074_light-grey-htr.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-T-Shirts/usatommy_dw04074_light-grey-htr.jpg,Crew,Short Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,macys_5583241_sky-captain-ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/macys_5583241_sky-captain-ivory.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,usatommy_ww19738_classic-white---midnight-star.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/usatommy_ww19738_classic-white---midnight-star.jpg,Collared,Long Sleeve,,NA,NA
Tommy-Hilfiger,Tops,TH-Shirt,uktommy_ww0ww22601911_mabry.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Tops/TH-Shirt/uktommy_ww0ww22601911_mabry.jpg,Collared,Short Sleeve,,NA,NA
